project_name,gen_tech,load_zone,full_load_heat_rate,connect_cost_per_mw,variable_o_m,forced_outage_rate,scheduled_outage_rate,capacity_limit_mw,start_year,capacity_mw,overnight_cost,fixed_o_m,project_id,being_built,fuel_code,fuel_oil,balancing_area
patla,hydroelectric,02-oriental,0.00,0.00,,,1.00,28.40,,28.40,,,180.00,operational,,,32-poza_rica
tuxpango,hydroelectric,02-oriental,0.00,0.00,,,1.00,27.70,,27.70,,,181.00,operational,,,36-temascal
compania_de_energia_mexicana,hydroelectric,02-oriental,0.00,0.00,,,1.00,27.70,,27.70,,,182.00,operational,,,32-poza_rica
el_sauz,combined_cycle_natural_gas,03-occidental,6.90,0.00,,,7.70,575.00,,575.00,,,183.00,operational,g_sauzqro,natural_gas,30-queretaro
huicot,internal_combustion_fuel_oil,03-occidental,10.30,0.00,,,7.40,1.10,,1.10,,,184.00,operational,c_i_manza,fuel_oil,22-tepic
falcon,hydroelectric,06-noreste,0.00,0.00,,,1.00,24.20,,24.20,,,185.00,operational,,,13-nuevo_laredo
electricidad_del_golfo,hydroelectric,02-oriental,0.00,0.00,,,1.00,23.00,,23.00,,,186.00,operational,,,36-temascal
mexicana_de_hidroelectricidad_mexhidro,hydroelectric,02-oriental,0.00,0.00,,,1.00,23.00,,23.00,,,187.00,operational,,,35-acapulco
chilapan,hydroelectric,02-oriental,0.00,0.00,,,1.00,20.00,,20.00,,,188.00,operational,,,37-coatzacoalcos
los_azufres,geothermal,03-occidental,0.00,0.00,,,14.10,197.20,,197.20,,,189.00,operational,,,28-carapan
los_azufres_u2,geothermal,03-occidental,0.00,0.00,,,14.10,4.70,,4.70,,,190.00,operational,,,28-carapan
los_azufres_u6,geothermal,03-occidental,0.00,0.00,,,14.10,4.70,,4.70,,,191.00,operational,,,28-carapan
los_azufres_u8,geothermal,03-occidental,0.00,0.00,,,14.10,4.70,,4.70,,,192.00,operational,,,28-carapan
manzanillo_central,thermal_fuel_oil,03-occidental,10.50,0.00,,,7.10,667.10,,667.10,,,193.00,operational,c_i_manza,fuel_oil,27-manzanillo
manzanillo_u3_tc,thermal_fuel_oil,03-occidental,10.50,0.00,,,7.10,285.90,,285.90,,,194.00,operational,c_i_manza,fuel_oil,27-manzanillo
manzanillo_u4_tc,thermal_fuel_oil,03-occidental,10.50,0.00,,,7.10,285.90,,285.90,,,195.00,operational,c_i_manza,fuel_oil,27-manzanillo
manzanillo_p1,combined_cycle_natural_gas,03-occidental,6.90,0.00,,,7.70,707.30,,707.30,,,196.00,operational,g_petsal,natural_gas,27-manzanillo
manzanillo_p2,combined_cycle_natural_gas,03-occidental,6.90,0.00,,,7.70,707.30,,707.30,,,197.00,operational,g_petsal,natural_gas,27-manzanillo
petacalco,carboelectric_coal,03-occidental,9.80,0.00,,,6.40,2658.90,,2658.90,,,198.00,operational,ca_i_peta,coal,29-lazaro_cardenas
boquilla,hydroelectric,05-norte,0.00,0.00,,,1.00,19.20,,19.20,,,199.00,operational,,,09-chihuahua
el_retiro,hydroelectric,02-oriental,0.00,0.00,,,1.00,16.10,,16.10,,,200.00,operational,,,39-grijalva
salamanca_u3,thermal_fuel_oil,03-occidental,11.10,0.00,,,7.10,285.90,,285.90,,,201.00,operational,c_n_sala,fuel_oil,26-salamanca
salamanca_u4,thermal_fuel_oil,03-occidental,11.10,0.00,,,7.10,234.00,,234.00,,,202.00,operational,c_n_sala,fuel_oil,26-salamanca
primero_empresa_minera,hydroelectric,04-noroeste,0.00,0.00,,,1.00,4.90,,4.90,,,203.00,operational,,,05-culiacan
oviachic,hydroelectric,04-noroeste,0.00,0.00,,,1.00,4.70,,4.70,,,204.00,operational,,,03-obregon
proveedora_de_electricidad_de_occidente,hydroelectric,03-occidental,0.00,0.00,,,1.00,14.60,,14.60,,,205.00,operational,,,23-guadalajara
villa_de_reyes_u1,thermal_fuel_oil,03-occidental,10.60,0.00,,,7.10,333.60,,333.60,,,206.00,operational,c_n_vrey,fuel_oil,25-san_luis_potosi
villa_de_reyes_u2,thermal_fuel_oil,03-occidental,10.60,0.00,,,7.10,333.60,,333.60,,,207.00,operational,c_n_vrey,fuel_oil,25-san_luis_potosi
el_salto,hydroelectric,06-noreste,0.00,0.00,,,1.00,13.80,,13.80,,,208.00,operational,,,18-valles
botello,hydroelectric,03-occidental,0.00,0.00,,,1.00,13.80,,13.80,,,209.00,operational,,,28-carapan
minas,hydroelectric,02-oriental,0.00,0.00,,,1.00,11.50,,11.50,,,210.00,operational,,,36-temascal
sanalona,hydroelectric,04-noroeste,0.00,0.00,,,1.00,3.40,,3.40,,,211.00,operational,,,05-culiacan
platanal,hydroelectric,03-occidental,0.00,0.00,,,1.00,9.70,,9.70,,,212.00,operational,,,28-carapan
procesamiento_energetico_mexicano,hydroelectric,02-oriental,0.00,0.00,,,1.00,8.70,,8.70,,,213.00,operational,,,36-temascal
encanto,hydroelectric,02-oriental,0.00,0.00,,,1.00,7.70,,7.70,,,214.00,operational,,,32-poza_rica
cerveceria_cuauhtemoc-moctezuma_planta_orizaba,hydroelectric,00-autoabasto,0.00,0.00,,,1.00,7.70,,7.70,,,215.00,operational,,,00-autoabasto_local
dos_bocas_u1,combined_cycle_natural_gas,02-oriental,11.00,0.00,,,7.70,61.10,,61.10,,,216.00,operational,g_2boca,natural_gas,33-veracruz
dos_bocas_u2,combined_cycle_natural_gas,02-oriental,11.00,0.00,,,7.70,61.10,,61.10,,,217.00,operational,g_2boca,natural_gas,33-veracruz
dos_bocas_u3,combined_cycle_natural_gas,02-oriental,11.00,0.00,,,7.70,61.10,,61.10,,,218.00,operational,g_2boca,natural_gas,33-veracruz
dos_bocas_u4,combined_cycle_natural_gas,02-oriental,11.00,0.00,,,7.70,61.10,,61.10,,,219.00,operational,g_2boca,natural_gas,33-veracruz
dos_bocas_u5,combined_cycle_natural_gas,02-oriental,11.00,0.00,,,7.70,96.90,,96.90,,,220.00,operational,g_2boca,natural_gas,33-veracruz
dos_bocas_u6,combined_cycle_natural_gas,02-oriental,11.00,0.00,,,7.70,96.90,,96.90,,,221.00,operational,g_2boca,natural_gas,33-veracruz
mocuzari,hydroelectric,04-noroeste,0.00,0.00,,,1.00,2.40,,2.40,,,222.00,operational,,,03-obregon
hidroelectricidad_del_pacifico,hydroelectric,03-occidental,0.00,0.00,,,1.00,7.00,,7.00,,,223.00,operational,,,27-manzanillo
puente_grande,hydroelectric,03-occidental,0.00,0.00,,,1.00,6.90,,6.90,,,224.00,operational,,,23-guadalajara
la_mata__pie,eolic,02-oriental,0.00,0.00,,,0.00,30.60,,30.60,,,225.00,operational,,,40-ixtepec
la_venta_i-ii,eolic,02-oriental,0.00,0.00,,,0.00,25.20,,25.20,,,226.00,operational,,,40-ixtepec
la_venta_iii_pie,eolic,02-oriental,0.00,0.00,,,0.00,30.80,,30.80,,,227.00,operational,,,40-ixtepec
laguna_verde_central,nuclear_uranium,02-oriental,10.40,0.00,,,11.40,1457.20,,1457.20,,,228.00,operational,nuc,uranium,33-veracruz
los_humeros_central,geothermal,02-oriental,0.00,0.00,,,14.10,50.30,,50.30,,,229.00,operational,,,34-puebla
los_humeros_u3,geothermal,02-oriental,0.00,0.00,,,14.10,4.70,,4.70,,,230.00,operational,,,34-puebla
los_humeros_u6,geothermal,02-oriental,0.00,0.00,,,14.10,4.70,,4.70,,,231.00,operational,,,34-puebla
los_humeros_u8,geothermal,02-oriental,0.00,0.00,,,14.10,4.70,,4.70,,,232.00,operational,,,34-puebla
zumpimito,hydroelectric,03-occidental,0.00,0.00,,,1.00,6.50,,6.50,,,233.00,operational,,,28-carapan
hidroelectrica_arco_iris,hydroelectric,03-occidental,0.00,0.00,,,1.00,6.50,,6.50,,,234.00,operational,,,23-guadalajara
colotlipa,hydroelectric,02-oriental,0.00,0.00,,,1.00,6.10,,6.10,,,235.00,operational,,,35-acapulco
oaxaca_i_pie,eolic,02-oriental,0.00,0.00,,,0.00,30.60,,30.60,,,236.00,operational,,,40-ixtepec
oaxaca_ii_pie,eolic,02-oriental,0.00,0.00,,,0.00,30.60,,30.60,,,237.00,operational,,,40-ixtepec
oaxaca_iii_pie,eolic,02-oriental,0.00,0.00,,,0.00,30.60,,30.60,,,238.00,operational,,,40-ixtepec
oaxaca_iv_pie,eolic,02-oriental,0.00,0.00,,,0.00,30.60,,30.60,,,239.00,operational,,,40-ixtepec
alameda,hydroelectric,01-central,0.00,0.00,,,1.00,5.40,,5.40,,,240.00,operational,,,31-central
intermedia,hydroelectric,03-occidental,0.00,0.00,,,1.00,4.10,,4.10,,,241.00,operational,,,23-guadalajara
bombana,hydroelectric,02-oriental,0.00,0.00,,,1.00,4.00,,4.00,,,242.00,operational,,,39-grijalva
poza_rica_u1,thermal_fuel_oil,02-oriental,14.40,0.00,,,7.10,36.50,,36.50,,,243.00,operational,c_n_poza,fuel_oil,32-poza_rica
poza_rica_u2,thermal_fuel_oil,02-oriental,14.10,0.00,,,7.10,36.50,,36.50,,,244.00,operational,c_n_poza,fuel_oil,32-poza_rica
poza_rica_u3,thermal_fuel_oil,02-oriental,14.50,0.00,,,7.10,36.50,,36.50,,,245.00,operational,c_n_poza,fuel_oil,32-poza_rica
san_lorenzo_potencia,combined_cycle_natural_gas,02-oriental,7.30,0.00,,,7.70,372.20,,372.20,,,246.00,operational,g_slorp,natural_gas,34-puebla
hidrorizaba_ii,hydroelectric,02-oriental,0.00,0.00,,,1.00,3.40,,3.40,,,247.00,operational,,,33-veracruz
gobierno_del_estado_de_michoacan_de_ocampo,hydroelectric,03-occidental,0.00,0.00,,,1.00,3.10,,3.10,,,248.00,operational,,,28-carapan
colina,hydroelectric,05-norte,0.00,0.00,,,1.00,2.30,,2.30,,,249.00,operational,,,09-chihuahua
san_pedro_poruas,hydroelectric,03-occidental,0.00,0.00,,,1.00,2.00,,2.00,,,250.00,operational,,,28-carapan
tuxpan_u1_tc,thermal_fuel_oil,02-oriental,10.30,0.00,,,7.10,333.60,,333.60,,,251.00,operational,c_n_tuxp,fuel_oil,32-poza_rica
tuxpan_u2_tc,thermal_fuel_oil,02-oriental,10.30,0.00,,,7.10,333.60,,333.60,,,252.00,operational,c_n_tuxp,fuel_oil,32-poza_rica
tuxpan_u3_tc,thermal_fuel_oil,02-oriental,10.30,0.00,,,7.10,333.60,,333.60,,,253.00,operational,c_n_tuxp,fuel_oil,32-poza_rica
tuxpan_u4_tc,thermal_fuel_oil,02-oriental,10.30,0.00,,,7.10,333.60,,333.60,,,254.00,operational,c_n_tuxp,fuel_oil,32-poza_rica
tuxpan_u5_tc,thermal_fuel_oil,02-oriental,10.30,0.00,,,7.10,333.60,,333.60,,,255.00,operational,c_n_tuxp,fuel_oil,32-poza_rica
tuxpan_u6_tc,thermal_fuel_oil,02-oriental,10.30,0.00,,,7.10,333.60,,333.60,,,256.00,operational,c_n_tuxp,fuel_oil,32-poza_rica
tuxpan_ii,combined_cycle_natural_gas,02-oriental,7.70,0.00,,,7.70,480.70,,480.70,,,257.00,operational,g_tuxpoz,natural_gas,32-poza_rica
tuxpan_iii_y_iv,combined_cycle_natural_gas,02-oriental,7.40,0.00,,,7.70,953.50,,953.50,,,258.00,operational,g_tuxpoz,natural_gas,32-poza_rica
tuxpan_v,combined_cycle_natural_gas,02-oriental,7.40,0.00,,,7.70,480.70,,480.70,,,259.00,operational,gn_tuxp,natural_gas,32-poza_rica
compania_electrica_carolina,hydroelectric,00-autoabasto,0.00,0.00,,,1.00,1.90,,1.90,,,260.00,operational,,,00-autoabasto_local
cancun_tg1,gas_turbine_diesel,07-peninsular,18.30,0.00,,,5.50,13.70,,13.70,,,261.00,operational,d_penins,diesel,43-cancun
cancun_tg2,gas_turbine_diesel,07-peninsular,18.30,0.00,,,5.50,13.70,,13.70,,,262.00,operational,d_penins,diesel,43-cancun
cancun_tg3,gas_turbine_diesel,07-peninsular,18.30,0.00,,,5.50,29.30,,29.30,,,263.00,operational,d_penins,diesel,43-cancun
cancun_tg5,gas_turbine_diesel,07-peninsular,18.30,0.00,,,5.50,42.90,,42.90,,,264.00,operational,d_penins,diesel,43-cancun
chankanaab_u1,gas_turbine_diesel,07-peninsular,18.40,0.00,,,5.50,13.70,,13.70,,,265.00,operational,d_penins,diesel,45-cozumel
chankanaab_u2,gas_turbine_diesel,07-peninsular,18.40,0.00,,,5.50,13.70,,13.70,,,266.00,operational,d_penins,diesel,45-cozumel
chankanaab_u4,gas_turbine_diesel,07-peninsular,18.40,0.00,,,5.50,24.40,,24.40,,,267.00,operational,d_penins,diesel,45-cozumel
ciudad_del_carmen_u1,gas_turbine_diesel,07-peninsular,23.90,0.00,,,5.50,13.70,,13.70,,,268.00,operational,d_penins,diesel,41-lerma
ciudad_del_carmen_u2,gas_turbine_diesel,07-peninsular,23.90,0.00,,,5.50,15.60,,15.60,,,269.00,operational,d_penins,diesel,41-lerma
ciudad_del_carmen_u3,gas_turbine_diesel,07-peninsular,23.90,0.00,,,5.50,16.60,,16.60,,,270.00,operational,d_penins,diesel,41-lerma
holbox,internal_combustion_fuel_oil,07-peninsular,10.30,0.00,,,7.40,2.90,,2.90,,,271.00,operational,c_n_meri,fuel_oil,43-cancun
lerma_u2,thermal_fuel_oil,07-peninsular,12.90,0.00,,,7.10,35.10,,35.10,,,272.00,operational,c_n_lerm,fuel_oil,41-lerma
lerma_u3,thermal_fuel_oil,07-peninsular,12.90,0.00,,,7.10,35.10,,35.10,,,273.00,operational,c_n_lerm,fuel_oil,41-lerma
lerma_u4,thermal_fuel_oil,07-peninsular,12.90,0.00,,,7.10,35.10,,35.10,,,274.00,operational,c_n_lerm,fuel_oil,41-lerma
merida_ii_tg,gas_turbine_diesel,07-peninsular,20.10,0.00,,,5.50,29.30,,29.30,,,275.00,operational,d_penins,diesel,42-merida
merida_ii_u1_tc,thermal_fuel_oil,07-peninsular,12.50,0.00,,,7.10,78.70,,78.70,,,276.00,operational,c_n_meri,fuel_oil,42-merida
merida_ii_u2_tc,thermal_fuel_oil,07-peninsular,12.50,0.00,,,7.10,78.70,,78.70,,,277.00,operational,c_n_meri,fuel_oil,42-merida
merida_iii,combined_cycle_natural_gas,07-peninsular,7.90,0.00,,,7.70,470.00,,470.00,,,278.00,operational,g_penin,natural_gas,42-merida
nachi_-_cocom_tg,gas_turbine_diesel,07-peninsular,26.50,0.00,,,5.50,29.30,,29.30,,,279.00,operational,d_penins,diesel,42-merida
nizuc_u1,gas_turbine_diesel,07-peninsular,16.10,0.00,,,5.50,42.90,,42.90,,,280.00,operational,d_penins,diesel,43-cancun
nizuc_u2,gas_turbine_diesel,07-peninsular,16.10,0.00,,,5.50,42.90,,42.90,,,281.00,operational,d_penins,diesel,43-cancun
transalta_campeche,combined_cycle_natural_gas,07-peninsular,8.20,0.00,,,7.70,245.80,,245.80,,,282.00,operational,g_penin,natural_gas,41-lerma
valladolid,combined_cycle_natural_gas,07-peninsular,10.20,0.00,,,7.70,213.20,,213.20,,,283.00,operational,g_penin,natural_gas,42-merida
valladolid_u1_tc,thermal_fuel_oil,07-peninsular,13.50,0.00,,,7.10,35.10,,35.10,,,284.00,operational,c_n_vall,fuel_oil,42-merida
valladolid_u2_tc,thermal_fuel_oil,07-peninsular,13.50,0.00,,,7.10,35.10,,35.10,,,285.00,operational,c_n_vall,fuel_oil,42-merida
valladolid_iii,combined_cycle_natural_gas,07-peninsular,7.30,0.00,,,7.70,510.80,,510.80,,,286.00,operational,g_penin,natural_gas,42-merida
xul_-_ha_cfe_18000,gas_turbine_diesel,07-peninsular,9.60,0.00,,,5.50,12.20,,12.20,,,287.00,operational,d_penins,diesel,44-chetumal
xul_-_ha_u1_tg,gas_turbine_diesel,07-peninsular,24.40,0.00,,,5.50,13.70,,13.70,,,288.00,operational,d_penins,diesel,44-chetumal
xul_-_ha_u2_tg,gas_turbine_diesel,07-peninsular,24.40,0.00,,,5.50,25.10,,25.10,,,289.00,operational,d_penins,diesel,44-chetumal
yuumiliik,eolic,07-peninsular,0.00,0.00,,,0.00,0.40,,0.40,,,290.00,operational,,,43-cancun
agnico_eagle_mexico,internal_combustion_diesel,05-norte,12.40,0.00,,,7.40,13.40,,13.40,,,291.00,operational,d_naciona,diesel,09-chihuahua
agribrands_purina_mexico,internal_combustion_natural_gas,03-occidental,10.60,0.00,,,7.40,0.80,,0.80,,,292.00,operational,g_sauzqro,natural_gas,26-salamanca
agroenergia,thermal_natural_gas,03-occidental,9.60,0.00,,,7.10,11.20,,11.20,,,293.00,operational,g_petsal,natural_gas,30-queretaro
alimentos_kowi,internal_combustion_diesel,04-noroeste,13.30,0.00,,,7.40,1.60,,1.60,,,294.00,operational,d_naciona,diesel,03-obregon
almidones_mexicanos,gas_turbine_natural_gas,03-occidental,18.20,0.00,,,5.50,11.70,,11.70,,,295.00,operational,g_petsal,natural_gas,23-guadalajara
altos_hornos_de_mexico,combined_cycle_natural_gas,06-noreste,14.40,0.00,,,7.70,214.60,,214.60,,,296.00,operational,g_ahnrr,natural_gas,12-rio_escondido
atlatec,bioenergy_natural_gas,03-occidental,10.20,0.00,,,7.40,1.00,,1.00,,,297.00,operational,g_sauzqro,natural_gas,30-queretaro
autoabastecimiento_renovable,solar,03-occidental,0.00,0.00,,,0.00,0.80,,0.80,,,298.00,operational,,,24-aguascalientes
avomex_internacional,internal_combustion_diesel,06-noreste,9.10,0.00,,,7.40,3.70,,3.70,,,299.00,operational,d_naciona,diesel,12-rio_escondido
bii_nee_stipa_energia_eolica,eolic,02-oriental,0.00,0.00,,,0.00,7.90,,7.90,,,300.00,operational,,,40-ixtepec
bio_pappel_printing,gas_turbine_natural_gas,02-oriental,13.40,0.00,,,5.50,39.40,,39.40,,,301.00,operational,gn_tuxp,natural_gas,36-temascal
bio_pappel,gas_turbine_natural_gas,05-norte,13.50,0.00,,,5.50,22.30,,22.30,,,302.00,operational,zzon_nort,natural_gas,10-durango
bioenergia_de_nuevo_leon,bioenergy_natural_gas,06-noreste,12.20,0.00,,,7.40,15.50,,15.50,,,303.00,operational,g_ahnrr,natural_gas,16-monterrey
bsm_energia_de_veracruz,bioenergy_diesel,02-oriental,51.50,0.00,,,7.10,12.00,,12.00,,,304.00,operational,d_naciona,diesel,36-temascal
cartones_ponderosa,internal_combustion_fuel_oil,03-occidental,10.00,0.00,,,7.40,18.30,,18.30,,,305.00,operational,c_n_vrey,fuel_oil,30-queretaro
ce_g_sanborns,cogen_natural_gas,01-central,10.10,0.00,,,7.40,1.10,,1.10,,,306.00,operational,g_central,natural_gas,31-central
celulosa_de_fibras_mexicanas,combined_cycle_natural_gas,02-oriental,16.70,0.00,,,7.70,6.40,,6.40,,,307.00,operational,g_slorp,natural_gas,34-puebla
cobielec,internal_combustion_natural_gas,02-oriental,11.30,0.00,,,7.40,2.60,,2.60,,,308.00,operational,g_slorp,natural_gas,34-puebla
cogcoracion_de_energia_limpia_de_cosoleacaque,cogen_natural_gas,02-oriental,9.70,0.00,,,7.70,114.30,,114.30,,,309.00,operational,gn_tuxp,natural_gas,37-coatzacoalcos
compania_cervecera_de_coahuila,thermal_fuel_oil,06-noreste,11.50,0.00,,,7.10,15.00,,15.00,,,310.00,operational,c_n_coah,fuel_oil,12-rio_escondido
tamazulapan,hydroelectric,02-oriental,0.00,0.00,,,1.00,1.90,,1.90,,,311.00,operational,,,36-temascal
compania_eolica_de_tamaulipas,eolic,06-noreste,0.00,0.00,,,0.00,13.50,,13.50,,,312.00,operational,,,21-guemez
cooperativa_la_cruz_azul,bioenergy_natural_gas,03-occidental,10.30,0.00,,,7.40,0.90,,0.90,,,313.00,operational,g_sauzqro,natural_gas,24-aguascalientes
coppel,solar,04-noroeste,0.00,0.00,,,0.00,1.00,,1.00,,,314.00,operational,,,01-hermosillo
csi_en_saltillo,gas_turbine_natural_gas,06-noreste,9.60,0.00,,,5.50,2.50,,2.50,,,315.00,operational,g_ahnrr,natural_gas,17-saltillo
deacero_power,combined_cycle_natural_gas,06-noreste,7.20,0.00,,,7.70,193.80,,193.80,,,316.00,operational,g_ahnrr,natural_gas,17-saltillo
desarrollos_eolicos_mexicanos_de_oaxaca_1,eolic,02-oriental,0.00,0.00,,,0.00,27.00,,27.00,,,317.00,operational,,,40-ixtepec
desarrolloseolicosmexicanos2_piedralarga,eolic,02-oriental,0.00,0.00,,,0.00,41.20,,41.20,,,318.00,operational,,,40-ixtepec
destileria_del_golfo,bioenergy_diesel,02-oriental,9.60,0.00,,,7.10,7.50,,7.50,,,319.00,operational,d_naciona,diesel,33-veracruz
dominica_energia_limpia,eolic,03-occidental,0.00,0.00,,,0.00,30.00,,30.00,,,320.00,operational,,,25-san_luis_potosi
draexlmaier_components_automotive_de_mexico,internal_combustion_diesel,03-occidental,10.30,0.00,,,7.40,1.80,,1.80,,,321.00,operational,d_naciona,diesel,25-san_luis_potosi
el_palacio_de_hierro_guadalajara,internal_combustion_diesel,03-occidental,11.30,0.00,,,7.40,3.10,,3.10,,,322.00,operational,d_naciona,diesel,23-guadalajara
el_palacio_de_hierro_monterrey,gas_turbine_natural_gas,06-noreste,17.60,0.00,,,5.50,1.20,,1.20,,,323.00,operational,g_ahnrr,natural_gas,16-monterrey
electrica_del_valle_de_mexico,eolic,02-oriental,0.00,0.00,,,0.00,20.20,,20.20,,,324.00,operational,,,40-ixtepec
schpoina,hydroelectric,02-oriental,0.00,0.00,,,1.00,1.70,,1.70,,,325.00,operational,,,39-grijalva
ener-g_planta_celaya,bioenergy_natural_gas,05-norte,11.10,0.00,,,7.40,1.50,,1.50,,,326.00,operational,zzon_nort,natural_gas,10-durango
energia_azteca_viii,combined_cycle_natural_gas,03-occidental,6.80,0.00,,,7.70,127.00,,127.00,,,327.00,operational,g_sauzqro,natural_gas,30-queretaro
energia_azteca_x,combined_cycle_natural_gas,08-baja_california,7.10,0.00,,,7.70,212.90,,212.90,,,328.00,operational,zzon_noro,natural_gas,48-mexicali
energia_chihuahua,combined_cycle_natural_gas,05-norte,7.80,0.00,,,7.70,48.50,,48.50,,,329.00,operational,zzon_nort,natural_gas,07-juarez
jumatan,hydroelectric,03-occidental,0.00,0.00,,,1.00,1.70,,1.70,,,330.00,operational,,,22-tepic
energia_lactea,bioenergy_natural_gas,05-norte,10.30,0.00,,,7.40,0.70,,0.70,,,331.00,operational,zzon_nort,natural_gas,09-chihuahua
energia_mk_kf,cogen_natural_gas,06-noreste,9.50,0.00,,,5.50,35.00,,35.00,,,332.00,operational,gn_altam,natural_gas,19-huasteca
energia_renovable_de_cuautla,cogen_natural_gas,01-central,10.30,0.00,,,7.40,1.00,,1.00,,,333.00,operational,g_central,natural_gas,31-central
energia_san_luis_de_la_paz,combined_cycle_natural_gas,03-occidental,7.20,0.00,,,7.70,214.30,,214.30,,,334.00,operational,g_sauzqro,natural_gas,30-queretaro
energia_san_pedro,cogen_natural_gas,06-noreste,19.40,0.00,,,5.50,2.00,,2.00,,,335.00,operational,g_ahnrr,natural_gas,16-monterrey
energia_sonora_ppe,eolic,04-noroeste,0.00,0.00,,,0.00,1.10,,1.10,,,336.00,operational,,,01-hermosillo
energreen_energia_pi,bioenergy_natural_gas,01-central,31.10,0.00,,,7.40,0.60,,0.60,,,337.00,operational,g_central,natural_gas,31-central
enertek,gas_turbine_natural_gas,06-noreste,10.40,0.00,,,5.50,166.20,,166.20,,,338.00,operational,gn_altam,natural_gas,19-huasteca
ensambles_hyson,internal_combustion_diesel,08-baja_california,11.00,0.00,,,7.40,1.70,,1.70,,,339.00,operational,d_bcn,diesel,46-tijuana
eoliatec_del_istmo,eolic,02-oriental,0.00,0.00,,,0.00,49.20,,49.20,,,340.00,operational,,,40-ixtepec
eoliatec_del_pacifico,eolic,02-oriental,0.00,0.00,,,0.00,48.00,,48.00,,,341.00,operational,,,40-ixtepec
eolica_de_arriaga,eolic,02-oriental,0.00,0.00,,,0.00,9.60,,9.60,,,342.00,operational,,,39-grijalva
eolica_el_retiro,eolic,02-oriental,0.00,0.00,,,0.00,22.20,,22.20,,,343.00,operational,,,40-ixtepec
eolica_los_altos,eolic,03-occidental,0.00,0.00,,,0.00,7.60,,7.60,,,344.00,operational,,,24-aguascalientes
eolica_santa_catarina,eolic,06-noreste,0.00,0.00,,,0.00,5.50,,5.50,,,345.00,operational,,,16-monterrey
eolica_zopiloapan,eolic,02-oriental,0.00,0.00,,,0.00,21.00,,21.00,,,346.00,operational,,,40-ixtepec
eurus,eolic,02-oriental,0.00,0.00,,,0.00,75.10,,75.10,,,347.00,operational,,,40-ixtepec
fermicaise,internal_combustion_natural_gas,01-central,10.60,0.00,,,7.40,8.80,,8.80,,,348.00,operational,g,natural_gas,31-central
fersinsa_gb,gas_turbine_natural_gas,06-noreste,17.00,0.00,,,5.50,5.90,,5.90,,,349.00,operational,g_ahnrr,natural_gas,17-saltillo
ford_motor_company,internal_combustion_diesel,05-norte,11.20,0.00,,,7.40,8.80,,8.80,,,350.00,operational,d_naciona,diesel,09-chihuahua
fuerza_eolica_del_istmo,eolic,02-oriental,0.00,0.00,,,0.00,24.00,,24.00,,,351.00,operational,,,40-ixtepec
fuerza_y_energia_bii_hioxo,eolic,02-oriental,0.00,0.00,,,0.00,70.10,,70.10,,,352.00,operational,,,40-ixtepec
fuerza_y_energia_de_naco-nogales,combined_cycle_natural_gas,04-noroeste,6.50,0.00,,,7.70,48.50,,48.50,,,353.00,operational,zzon_noro,natural_gas,02-cananea
fuerza_y_energia_de_norte_durango,combined_cycle_natural_gas,05-norte,7.00,0.00,,,7.70,29.10,,29.10,,,354.00,operational,zzon_nort,natural_gas,10-durango
fundilag_hierro,internal_combustion_diesel,05-norte,11.00,0.00,,,7.40,1.90,,1.90,,,355.00,operational,d_naciona,diesel,11-laguna
